type,name,rankingPosition,priceLevel,category,rating,phone,address,email,webUrl,website,rankingDenominator,rankingString,numberOfReviews
HOTEL,"""27"" Spathodea - Oasis In The City",12,$,hotel,5.0,+94 77 084 3548,"27 Spathodea Ave Colombo just off the corner of Thimbirigasyaya road and Havelock road, Colombo 00500 Sri Lanka",glenn.howard3544@gmail.com,https://www.tripadvisor.com/Hotel_Review-g293962-d7816272-Reviews-27_Spathodea_Oasis_In_The_City-Colombo_Western_Province.html,http://www.southhouseweligama.com,237,#12 of 237 B&Bs / Inns in Colombo,92
HOTEL,Sunrise Boutique,37,$,hotel,4.5,,"291/8 Edward Avenue Colombo 5, Colombo 00600 Sri Lanka",,https://www.tripadvisor.com/Hotel_Review-g293962-d10747273-Reviews-Sunrise_Boutique-Colombo_Western_Province.html,,129,#37 of 129 hotels in Colombo,65
HOTEL,The Havelock Place Bungalow,15,$,hotel,4.5,+94 11 2 585191,"6, Havelock Place Colombo 5, Colombo Sri Lanka",info@havelockbungalow.com,https://www.tripadvisor.com/Hotel_Review-g293962-d509723-Reviews-The_Havelock_Place_Bungalow-Colombo_Western_Province.html,http://www.havelockbungalow.com/,237,#15 of 237 B&Bs / Inns in Colombo,390
HOTEL,Global Towers Hotel,41,$,hotel,3.5,+94 11 2 591000,"11 Marine Drive, Colombo 00900 Sri Lanka",info@globallanka.com,https://www.tripadvisor.com/Hotel_Review-g293962-d524419-Reviews-Global_Towers_Hotel-Colombo_Western_Province.html,http://www.globaltowershotel.com/,129,#41 of 129 hotels in Colombo,484
HOTEL,Galadari Hotel,36,$,hotel,3.5,0094766496081,"64 Lotus Road, Colombo 10732 Sri Lanka",info@galadarihotel.com,https://www.tripadvisor.com/Hotel_Review-g293962-d447410-Reviews-Galadari_Hotel-Colombo_Western_Province.html,http://www.galadarihotel.lk/,129,#36 of 129 hotels in Colombo,1269
HOTEL,Metro City Hotel,68,$,hotel,3.0,+94 11 2 321133,"122 Justice Akbar Mawatha, Colombo 00200 Sri Lanka",metrocitycolombo@gmail.com,https://www.tripadvisor.com/Hotel_Review-g293962-d8565669-Reviews-Metro_City_Hotel-Colombo_Western_Province.html,http://www.metrocityhotel.com/,129,#68 of 129 hotels in Colombo,112
HOTEL,Rockwell Colombo,7,$,hotel,4.5,+94 71 273 9394,"14 Borella Cross Road off Ward Place, Colombo 00800 Sri Lanka",madhawa@rockwellcolombo.com,https://www.tripadvisor.com/Hotel_Review-g293962-d6369998-Reviews-Rockwell_Colombo-Colombo_Western_Province.html,http://RockwellColombo.com,237,#7 of 237 B&Bs / Inns in Colombo,233
HOTEL,CityRest Fort,9,$,hotel,4.0,+94 77 395 1475,"46 Hospital Street Colombo 1, Colombo 00100 Sri Lanka",fort@cityrest.lk,https://www.tripadvisor.com/Hotel_Review-g293962-d6022613-Reviews-CityRest_Fort-Colombo_Western_Province.html,http://cityrest.lk,237,#9 of 237 B&Bs / Inns in Colombo,461
HOTEL,Paradise Road Tintagel Colombo,19,$$$,hotel,4.5,+94 11 4 602122,"65 Rosmead Place, Colombo 00700 Sri Lanka",annika@paradiseroad.lk,https://www.tripadvisor.com/Hotel_Review-g293962-d1142847-Reviews-Paradise_Road_Tintagel_Colombo-Colombo_Western_Province.html,,129,#19 of 129 hotels in Colombo,795
HOTEL,Cinnamon Lakeside Colombo,2,$$,hotel,4.5,+94 11 2 491000,"115 Sir Chittampalam A Gardiner Mawatha, Colombo 00200 Sri Lanka",lakeside@cinnamonhotels.com,https://www.tripadvisor.com/Hotel_Review-g293962-d456049-Reviews-Cinnamon_Lakeside_Colombo-Colombo_Western_Province.html,http://www.cinnamonlakeside.com,129,#2 of 129 hotels in Colombo,7820
HOTEL,Highbury Colombo,18,$,hotel,4.5,+94 77 436 6273,"14 / 1, Skelton Road Havelock Town, Colombo 0500 Sri Lanka",manojiww@yahoo.com,https://www.tripadvisor.com/Hotel_Review-g293962-d2571750-Reviews-Highbury_Colombo-Colombo_Western_Province.html,http://www.highburycolombo.com,237,#18 of 237 B&Bs / Inns in Colombo,392
HOTEL,Saveira Colombo,63,$,hotel,4.0,+94 11 2 555009,"05 185 Havelock Rd, Colombo 00500 Sri Lanka",saveiracolombo@gmail.com,https://www.tripadvisor.com/Hotel_Review-g293962-d18928620-Reviews-Saveira_Colombo-Colombo_Western_Province.html,,129,#63 of 129 hotels in Colombo,9
HOTEL,De Saram House by Geoffrey Bawa,36,$$,hotel,4.5,+94 77 732 3978,"61/6 Ward Place, Colombo 00700 Sri Lanka",laki@gbtrust.net,https://www.tripadvisor.com/Hotel_Review-g293962-d20871041-Reviews-De_Saram_House_by_Geoffrey_Bawa-Colombo_Western_Province.html,https://geoffreybawa.com/number-11,237,#36 of 237 B&Bs / Inns in Colombo,14
HOTEL,Ivy Lane Colombo,4,$,hotel,4.0,+94 11 2 575733,"538 Galle Road Colombo 03, Colombo 00300 Sri Lanka",info@ivylane.lk,https://www.tripadvisor.com/Hotel_Review-g293962-d7732501-Reviews-Ivy_Lane_Colombo-Colombo_Western_Province.html,http://www.ivylane.lk/,237,#4 of 237 B&Bs / Inns in Colombo,320
HOTEL,Colombo Beach Hostel,13,$,hotel,4.0,+94 77 787 1393,"30 De Saram Road, Colombo 10370 Sri Lanka",desaramroad@gmail.com,https://www.tripadvisor.com/Hotel_Review-g293962-d5922591-Reviews-Colombo_Beach_Hostel-Colombo_Western_Province.html,http://www.colombobeachhostel.com,266,#13 of 266 Specialty lodging in Colombo,168
HOTEL,Best Western Elyon Colombo,24,$,hotel,4.0,+94 11 7 527527,"102A, Kirulapone Avenue Baseline Road, Colombo 5 Sri Lanka",elyon@bestwesterncolombo.com,https://www.tripadvisor.com/Hotel_Review-g293962-d6678224-Reviews-Best_Western_Elyon_Colombo-Colombo_Western_Province.html,http://www.bestwesterncolombo.com/,129,#24 of 129 hotels in Colombo,720
HOTEL,Earl's Red Colombo,58,$,hotel,3.5,+94 11 2 667060,"266 Doctor Danister De Silva Mawatha, Colombo 00900 Sri Lanka",res.colombo@earlsred.lk,https://www.tripadvisor.com/Hotel_Review-g293962-d13982288-Reviews-Earl_s_Red_Colombo-Colombo_Western_Province.html,https://www.facebook.com/earlsred/,129,#58 of 129 hotels in Colombo,19
HOTEL,Courtyard by Marriott Colombo,15,$$,hotel,4.5,18446310595,"137 Muttiah Road Colombo City Centre, Colombo 00200 Sri Lanka",,https://www.tripadvisor.com/Hotel_Review-g293962-d23996995-Reviews-Courtyard_by_Marriott_Colombo-Colombo_Western_Province.html,https://www.marriott.com/en-us/hotels/cmbcy-courtyard-colombo,129,#15 of 129 hotels in Colombo,159
HOTEL,Hotel Nippon,49,$,hotel,3.5,+94 11 2 431888,"123 Kumaran Rathnam Road Slave Island, Colombo 00200 Sri Lanka",info@hotelnipponcolombo.com,https://www.tripadvisor.com/Hotel_Review-g293962-d2486960-Reviews-Hotel_Nippon-Colombo_Western_Province.html,https://www.hotelnippon.lk/,237,#49 of 237 B&Bs / Inns in Colombo,112
RESTAURANT,Long Feng – Cinnamon Lakeside,38,$$ - $$$,restaurant,4.5,+94 11 2 491949,"115 Sir Chittampalam A Gardiner Mawatha Cinnamon Lakeside Colombo, Colombo 00200 Sri Lanka",longfeng@cinnamonhotels.com,https://www.tripadvisor.com/Restaurant_Review-g293962-d1023029-Reviews-Long_Feng_Cinnamon_Lakeside-Colombo_Western_Province.html,https://www.cinnamonhotels.com/cinnamonlakesidecolombo/experiences/long-feng,832,"#38 of 1,007 places to eat in Colombo",407
HOTEL,Opulence Colombo,52,$,hotel,4.5,,"78 Peer Saibo Street, Colombo 01200 Sri Lanka",,https://www.tripadvisor.com/Hotel_Review-g293962-d16865002-Reviews-Opulence_Colombo-Colombo_Western_Province.html,https://www.facebook.com/OpulenceColombo/,129,#52 of 129 hotels in Colombo,9
RESTAURANT,Ceylon Curry Club,46,$$ - $$$,restaurant,4.5,+94 77 339 3391,"No. 2 Dutch Hospital Shopping Precinct, Colombo 00100 Sri Lanka",,https://www.tripadvisor.com/Restaurant_Review-g293962-d23733257-Reviews-Ceylon_Curry_Club-Colombo_Western_Province.html,http://ceyloncurryclub.com/,832,"#46 of 1,007 places to eat in Colombo",122
HOTEL,Hilton Colombo,23,$$,hotel,4.0,+94 11 2 492492,"2 Sir Chittampalam A Gardiner Mawatha Mawatha, Colombo, Colombo 00200 Sri Lanka",colombo@hilton.com,https://www.tripadvisor.com/Hotel_Review-g293962-d306379-Reviews-Hilton_Colombo-Colombo_Western_Province.html,http://www3.hilton.com/en/hotels/sri-lanka/hilton-colombo-COLHITW/index.html,129,#23 of 129 hotels in Colombo,3037
HOTEL,Ellen's Place,6,$,hotel,4.5,+94 11 2 680062,"31 Shady Grove Avenue, Colombo 00800 Sri Lanka",info@ellensplace.lk,https://www.tripadvisor.com/Hotel_Review-g293962-d5501950-Reviews-Ellen_s_Place-Colombo_Western_Province.html,http://www.ellensplace.lk,237,#6 of 237 B&Bs / Inns in Colombo,152
HOTEL,Juliana Hotel - Colombo,85,$,hotel,2.5,+94 11 2 334222,"316 Galle Road, Colombo 00300 Sri Lanka",info@julianalk.com,https://www.tripadvisor.com/Hotel_Review-g293962-d2285733-Reviews-Juliana_Hotel_Colombo-Colombo_Western_Province.html,https://julianalk.com/,129,#85 of 129 hotels in Colombo,71
HOTEL,Ocean Edge Suites & Hotel,40,$,hotel,4.0,+94 11 4 689999,"No. 24 10th Lane, Colombo 00300 Sri Lanka",bookings@oceanedgesrilanka.com,https://www.tripadvisor.com/Hotel_Review-g293962-d8762900-Reviews-Ocean_Edge_Suites_Hotel-Colombo_Western_Province.html,http://www.oceanedgesrilanka.com,129,#40 of 129 hotels in Colombo,198
HOTEL,"Ceylon City Hotel, Colombo",33,$,hotel,4.0,+94 11 2 508000,"No. 11 Upatissa Road, Colombo 00400 Sri Lanka",reservations.cmb@ceyloncityhotels.com,https://www.tripadvisor.com/Hotel_Review-g293962-d7133606-Reviews-Ceylon_City_Hotel_Colombo-Colombo_Western_Province.html,http://www.ceyloncityhotels.com,129,#33 of 129 hotels in Colombo,325
HOTEL,Wonder Hotel Colombo,25,$,hotel,4.5,+94 11 2 381000,"213 Galle Road, Colombo 00300 Sri Lanka",reservations@wondercolombo.com,https://www.tripadvisor.com/Hotel_Review-g293962-d13330467-Reviews-Wonder_Hotel_Colombo-Colombo_Western_Province.html,https://wondercolombo.com/,129,#25 of 129 hotels in Colombo,237
HOTEL,Uga Residence,13,$$$$,hotel,4.5,+94 11 2 448438,"No. 20 Park Street, Colombo 01000 Sri Lanka",inquiries@ugaescapes.com,https://www.tripadvisor.com/Hotel_Review-g293962-d7728518-Reviews-Uga_Residence-Colombo_Western_Province.html,http://www.ugaescapes.com/residence/,129,#13 of 129 hotels in Colombo,586
HOTEL,Hostel at Galle Face,9,$,hotel,4.5,+94 77 202 1274,"41 1/1 Galle Face Terrace, Colombo Sri Lanka",hostelscmb@gmail.com,https://www.tripadvisor.com/Hotel_Review-g293962-d8112633-Reviews-Hostel_at_Galle_Face-Colombo_Western_Province.html,,266,#9 of 266 Specialty lodging in Colombo,105
HOTEL,Miracle City Inn,43,$,hotel,4.0,+94 11 2 386386,"No. 177 R A De Mel Mawatha, Colombo 00300 Sri Lanka",info@miraclecityinn.com,https://www.tripadvisor.com/Hotel_Review-g293962-d17568033-Reviews-Miracle_City_Inn-Colombo_Western_Province.html,http://www.miraclecityinn.com,266,#43 of 266 Specialty lodging in Colombo,9
HOTEL,Hotel Sapphire,48,$,hotel,3.5,+94-11-2363306,"371 Galle Road, Colombo 00600 Sri Lanka",rsvtns@hotelsapphirelk.com,https://www.tripadvisor.com/Hotel_Review-g293962-d456047-Reviews-Hotel_Sapphire-Colombo_Western_Province.html,http://www.hotelsapphirelk.com/index.htm,129,#48 of 129 hotels in Colombo,255
HOTEL,Palmyrah Residencies,81,$,hotel,3.5,+94 77 301 7208,"22 Palmyrah Avenue, 03, Colombo Sri Lanka",,https://www.tripadvisor.com/Hotel_Review-g293962-d6498491-Reviews-Palmyrah_Residencies-Colombo_Western_Province.html,http://www.palmyrahresidencies.com/,237,#81 of 237 B&Bs / Inns in Colombo,12
HOTEL,Hilton Colombo Residences,16,$$,hotel,4.5,+94 11 5 344644,"200 Union Place, Colombo 00200 Sri Lanka",colomboresidence_info@hilton.com,https://www.tripadvisor.com/Hotel_Review-g293962-d300682-Reviews-Hilton_Colombo_Residences-Colombo_Western_Province.html,http://colomboresidence.hilton.com,129,#16 of 129 hotels in Colombo,1644
HOTEL,City Hotel Colombo 02,50,$,hotel,4.0,+94 77 713 7731,"23 Lillie Street, Colombo 00200 Sri Lanka",info@cityhotelcolombo.com,https://www.tripadvisor.com/Hotel_Review-g293962-d15135237-Reviews-City_Hotel_Colombo_02-Colombo_Western_Province.html,http://www.cityhotelcolombo.com,129,#50 of 129 hotels in Colombo,32
HOTEL,55TG's Boutique Suites,27,$$,hotel,4.5,+94 77 780 4488,"55 Lionel Edirisinghe Mawatha Kirrulapone, Colombo 00600 Sri Lanka",,https://www.tripadvisor.com/Hotel_Review-g293962-d12713722-Reviews-55TG_s_Boutique_Suites-Colombo_Western_Province.html,,237,#27 of 237 B&Bs / Inns in Colombo,37
HOTEL,Prana Home,45,$,hotel,4.5,,"No 60 Horton Place, Colombo 00700 Sri Lanka",,https://www.tripadvisor.com/Hotel_Review-g293962-d16674447-Reviews-Prana_Home-Colombo_Western_Province.html,,129,#45 of 129 hotels in Colombo,21
HOTEL,The Residence,32,$,hotel,4.0,+94 11 2 583326,"471 4/1 Galle Road, Colombo 300 Sri Lanka",info@theresidence.lk,https://www.tripadvisor.com/Hotel_Review-g293962-d9585315-Reviews-The_Residence-Colombo_Western_Province.html,http://www.theresidence.lk,237,#32 of 237 B&Bs / Inns in Colombo,56
HOTEL,Havelock City Hostel,65,$,hotel,5.0,,"40/18 Park Road Thimbirigasyaya, Colombo 00500 Sri Lanka",,https://www.tripadvisor.com/Hotel_Review-g293962-d14773765-Reviews-Havelock_City_Hostel-Colombo_Western_Province.html,,266,#65 of 266 Specialty lodging in Colombo,1
HOTEL,Lost and Found Colombo Hostel & Cafe,48,$,hotel,5.0,+94 11 2 422011,"18 Boyd Pl, Colombo 00300 Sri Lanka",,https://www.tripadvisor.com/Hotel_Review-g293962-d24066664-Reviews-Lost_and_Found_Colombo_Hostel_Cafe-Colombo_Western_Province.html,,237,#48 of 237 B&Bs / Inns in Colombo,7
HOTEL,Seconds Hostel & Cafe,28,$,hotel,4.5,+94 77 878 5871,"44 Kirulapone Avenue, Colombo 00500 Sri Lanka",,https://www.tripadvisor.com/Hotel_Review-g293962-d15233360-Reviews-Seconds_Hostel_Cafe-Colombo_Western_Province.html,https://backpackhostel44.business.site/,266,#28 of 266 Specialty lodging in Colombo,15
HOTEL,Taru Villas - Lake Lodge,1,$$,hotel,4.5,+94 77 796 6252,"20 Alvis Terrace, Colombo 00300 Sri Lanka",info@taruvillas.com,https://www.tripadvisor.com/Hotel_Review-g293962-d586475-Reviews-Taru_Villas_Lake_Lodge-Colombo_Western_Province.html,http://www.taruvillas.com/,237,#1 of 237 B&Bs / Inns in Colombo,978
HOTEL,Colombo Residency,95,$,hotel,3.5,+94 11 7 203845,"No:30A Sea Avenue Kollupitiya, Colombo 00900 Sri Lanka",info@colomboresidency.lk,https://www.tripadvisor.com/Hotel_Review-g293962-d12222315-Reviews-Colombo_Residency-Colombo_Western_Province.html,http://www.colomboresidency.lk,237,#95 of 237 B&Bs / Inns in Colombo,6
HOTEL,Sayura House,5,$,hotel,4.5,+94 11 4 331145,"International Buddhist Center Road, Colombo 00600 Sri Lanka",info@sayurahouse.com,https://www.tripadvisor.com/Hotel_Review-g293962-d9730704-Reviews-Sayura_House-Colombo_Western_Province.html,http://sayurahouse.com/,266,#5 of 266 Specialty lodging in Colombo,78
HOTEL,Pearl City Hotel,74,$,hotel,3.0,+94 11 4 523800,"17 Baudhaloka Mawatha Colombo-04, Colombo 00400 Sri Lanka",pearlcityhotel@sitnek.lk,https://www.tripadvisor.com/Hotel_Review-g293962-d1961765-Reviews-Pearl_City_Hotel-Colombo_Western_Province.html,http://pearlgrouphotels.com/,237,#74 of 237 B&Bs / Inns in Colombo,104
HOTEL,Sheraton Colombo Hotel,74,$$$,hotel,3.0,18446310595,"265 Galle Rd, Colombo 00300 Sri Lanka",sheraton.colombo@sheraton.com,https://www.tripadvisor.com/Hotel_Review-g293962-d12079973-Reviews-Sheraton_Colombo_Hotel-Colombo_Western_Province.html,https://www.marriott.com/hotels/travel/cmbsi-sheraton-colombo-hotel/,129,#74 of 129 hotels in Colombo,9
HOTEL,Great Southern Hotel (GSH),42,$,hotel,3.5,+94 11 2 362402,"382 Galle Road, Colombo 00600 Sri Lanka",a-2117@lakpura.com,https://www.tripadvisor.com/Hotel_Review-g293962-d6000821-Reviews-Great_Southern_Hotel_GSH-Colombo_Western_Province.html,http://www.gshcolombo.com,129,#42 of 129 hotels in Colombo,256
HOTEL,Clock Inn Colombo,2,$,hotel,4.0,+94 11 2 500588,"457 Galle Road Colombo 03, Colombo 00300 Sri Lanka",info@clockinn.lk,https://www.tripadvisor.com/Hotel_Review-g293962-d3799431-Reviews-Clock_Inn_Colombo-Colombo_Western_Province.html,http://www.clockinn.lk,266,#2 of 266 Specialty lodging in Colombo,571
RESTAURANT,The Angler,1,$$ - $$$,restaurant,4.5,+94 77 837 4961,"71 Hotel Road Western, Dehiwala-Mount Lavinia 10370 Sri Lanka",sajinabeysuriya@gmail.com,https://www.tripadvisor.com/Restaurant_Review-g499079-d1206850-Reviews-The_Angler-Dehiwala_Mount_Lavinia_Western_Province.html,,90,#1 of 118 places to eat in Dehiwala-Mount Lavinia,331
HOTEL,Colombo City Hotel,101,$,hotel,3.0,+94 77 392 6507,"33 Canal Row Fort Colombo 01, Colombo 00100 Sri Lanka",frontoffice@colombocityhotel.com,https://www.tripadvisor.com/Hotel_Review-g293962-d875184-Reviews-Colombo_City_Hotel-Colombo_Western_Province.html,http://www.colombocityhotel.com,237,#101 of 237 B&Bs / Inns in Colombo,417
HOTEL,Radisson Hotel Colombo,22,$,hotel,4.0,+94 11 2 555570,"No 36-38 Clifford Place, Colombo 00500 Sri Lanka",info.colombo@radisson.com,https://www.tripadvisor.com/Hotel_Review-g293962-d5279732-Reviews-Radisson_Hotel_Colombo-Colombo_Western_Province.html,https://www.radissonhotels.com/en-us/hotels/radisson-colombo?facilitatorId=GLOBALSEO&cid=a:se+b:yex+c:apac+i:local+e:rad+d:seap+f:en-US+h:LKCMB1,129,#22 of 129 hotels in Colombo,2418
RESTAURANT,Cheers Pub,37,$$ - $$$,restaurant,4.5,+94 11 2 497373,"77, Galle Road, Colombo 3 Cinnamon Grand Colombo, Colombo Sri Lanka",grand@cinnamonhotels.com,https://www.tripadvisor.com/Restaurant_Review-g293962-d5308971-Reviews-Cheers_Pub-Colombo_Western_Province.html,http://www.cinnamonhotels.com,832,"#37 of 1,007 places to eat in Colombo",583
HOTEL,Omega Regency,55,$,hotel,3.5,+94 11 2 582277,"324 Galle Road Colombo 06, Colombo 10250 Sri Lanka",bookings@omegaregency.lk,https://www.tripadvisor.com/Hotel_Review-g293962-d1017324-Reviews-Omega_Regency-Colombo_Western_Province.html,http://www.omegaregency.lk/,129,#55 of 129 hotels in Colombo,52
HOTEL,Lafala Hotel,62,$,hotel,3.0,+94 11 4 545345,"No. 7 40th Lane, Wellawatte Inner Rajasinghe Rd, Colombo 00600 Sri Lanka",,https://www.tripadvisor.com/Hotel_Review-g293962-d5003901-Reviews-Lafala_Hotel-Colombo_Western_Province.html,https://www.facebook.com/lafalahotel/,129,#62 of 129 hotels in Colombo,92
HOTEL,Nelly Marine Hotel,48,$,hotel,3.5,+ 0112 500 707,"53 Ramakrishna Road 53/1e Wellawatte, Colombo 00600 Sri Lanka",,https://www.tripadvisor.com/Hotel_Review-g293962-d13831240-Reviews-Nelly_Marine_Hotel-Colombo_Western_Province.html,http://www.nellymarine.com/,266,#48 of 266 Specialty lodging in Colombo,12
HOTEL,Maniumpathy,6,$$$$,hotel,5.0,+94 11 2 696988,"129 Kynsey Road, Colombo 00700 Sri Lanka",reservations@maniumpathy.com,https://www.tripadvisor.com/Hotel_Review-g293962-d9702682-Reviews-Maniumpathy-Colombo_Western_Province.html,https://maniumpathy.com/,129,#6 of 129 hotels in Colombo,263
HOTEL,Palm Nest,14,$,hotel,4.5,+94 77 732 4950,"No. 237/9B, Vijaya Mawatha Rajamaha Vihara Road, Pita Kotte, Colombo 01100 Sri Lanka",anomadesilva123@yahoo.com,https://www.tripadvisor.com/Hotel_Review-g293962-d4048578-Reviews-Palm_Nest-Colombo_Western_Province.html,http://anomadesilva123.wix.com/palm-nest,237,#14 of 237 B&Bs / Inns in Colombo,170
HOTEL,OYO 108 Eestee Rest,143,$,hotel,1.5,+94 11 2 599190,"27 Jaya Rd, Colombo 00400 Sri Lanka",talistings@oyorooms.com,https://www.tripadvisor.com/Hotel_Review-g293962-d12345235-Reviews-OYO_108_Eestee_Rest-Colombo_Western_Province.html,http://www.oyorooms.com/48267?utm_source=tripadvisor&utm_medium=listing&utm_campaign=SRI_CMB007,266,#143 of 266 Specialty lodging in Colombo,4
HOTEL,Fern Colombo,19,$,hotel,4.0,+94 11 2 694143,"78 Rosmead Place, Colombo 00700 Sri Lanka",,https://www.tripadvisor.com/Hotel_Review-g293962-d13792792-Reviews-Fern_Colombo-Colombo_Western_Province.html,,266,#19 of 266 Specialty lodging in Colombo,31
HOTEL,Fairway Colombo,28,$,hotel,4.0,01194112153153,"No. 07 Hospital Street, Colombo 00100 Sri Lanka",info@fairwaycolombo.com,https://www.tripadvisor.com/Hotel_Review-g293962-d10750243-Reviews-Fairway_Colombo-Colombo_Western_Province.html,http://www.fairwaycolombo.com,129,#28 of 129 hotels in Colombo,1206
HOTEL,Trillium Hotel,77,$,hotel,3.0,+94 11 7 999123,"No. 210 Torrington Avenue, Colombo 00700 Sri Lanka",bookings@trilliumhotelcolombo.com,https://www.tripadvisor.com/Hotel_Review-g293962-d15130129-Reviews-Trillium_Hotel-Colombo_Western_Province.html,https://www.trilliumhotelcolombo.com,129,#77 of 129 hotels in Colombo,11
HOTEL,Brighten Hotels,118,$,hotel,3.0,+94 11 2 329664,"214/2 Messenger Street, Colombo 01200 Sri Lanka",brighten@eureka.lk,https://www.tripadvisor.com/Hotel_Review-g293962-d8451196-Reviews-Brighten_Hotels-Colombo_Western_Province.html,http://brightenhotels.lk/,237,#118 of 237 B&Bs / Inns in Colombo,10
HOTEL,Villa Talangama,4,,hotel,5.0,+94 11 2 744675,"370/F1 Lake Road Hokandara South, Colombo Sri Lanka",villatalangama@desilva.f9.co.uk,https://www.tripadvisor.com/Hotel_Review-g293962-d2099959-Reviews-Villa_Talangama-Colombo_Western_Province.html,http://www.villatalangama.com,266,#4 of 266 Specialty lodging in Colombo,103
HOTEL,Apna Colombo,70,$,hotel,4.5,,"36 Sudarshana Rd, Colombo 10250 Sri Lanka",,https://www.tripadvisor.com/Hotel_Review-g293962-d12631774-Reviews-Apna_Colombo-Colombo_Western_Province.html,,237,#70 of 237 B&Bs / Inns in Colombo,3
HOTEL,Srilax Stay,30,$,hotel,4.5,+94 77 753 8207,"3/1 Thambiah Avenue, Colombo 00700 Sri Lanka",srilaxstay@gmail.com,https://www.tripadvisor.com/Hotel_Review-g293962-d19072460-Reviews-Srilax_Stay-Colombo_Western_Province.html,http://www.facebook.com/srilaxstay/,237,#30 of 237 B&Bs / Inns in Colombo,24
HOTEL,Frangipani Homestay,20,,hotel,5.0,+94 71 068 1465,"24/2F-2/1, Hill Street Dehiwela-Mount Lavinia, Colombo 10350 Sri Lanka",harshini_fern@hotmail.com,https://www.tripadvisor.com/Hotel_Review-g293962-d3791434-Reviews-Frangipani_Homestay-Colombo_Western_Province.html,http://www.facebook.com/Frangipani-Homestay-141132733136971/,237,#20 of 237 B&Bs / Inns in Colombo,114
HOTEL,Silvikris Villas,46,$,hotel,4.0,,"32/9A Raymond Road Colombo, Colombo Sri Lanka",,https://www.tripadvisor.com/Hotel_Review-g293962-d2290429-Reviews-Silvikris_Villas-Colombo_Western_Province.html,http://silvikrisvillas.com/,237,#46 of 237 B&Bs / Inns in Colombo,100
HOTEL,Queens Park Apartments,63,$,hotel,4.0,+94 77 735 3473,"No 30/114,DM Colombage Mawatha, Colombo 10250 Sri Lanka",queensparkapartmentssl@gmail.com,https://www.tripadvisor.com/Hotel_Review-g293962-d16952062-Reviews-Queens_Park_Apartments-Colombo_Western_Province.html,https://www.queensparkapartments.com/,266,#63 of 266 Specialty lodging in Colombo,2
HOTEL,Urban Bliss Studio,32,$,hotel,5.0,+94 77 737 1171,"30/26 Longdon Place (off Malasekara Mawatha), Colombo 00700 Sri Lanka",urbanblcolombo@gmail.com,https://www.tripadvisor.com/Hotel_Review-g293962-d9794472-Reviews-Urban_Bliss_Studio-Colombo_Western_Province.html,,266,#32 of 266 Specialty lodging in Colombo,9
HOTEL,Thambili Island @ Stubbs,39,$,hotel,3.5,,"1A Stubbs Place, Colombo 00500 Sri Lanka",,https://www.tripadvisor.com/Hotel_Review-g293962-d12004746-Reviews-Thambili_Island_Stubbs-Colombo_Western_Province.html,,266,#39 of 266 Specialty lodging in Colombo,41
HOTEL,Star Class Comfort Capital City,25,$,hotel,5.0,+94 77 737 8488,"648, By Road 1, Off Subuthi Mawatha, Sri Subuthipura Road Subuthipura Battaramulla, Colombo 10120 Sri Lanka",,https://www.tripadvisor.com/Hotel_Review-g293962-d6434574-Reviews-Star_Class_Comfort_Capital_City-Colombo_Western_Province.html,,266,#25 of 266 Specialty lodging in Colombo,15
HOTEL,Star Anise Boutique Capsules,3,$,hotel,4.5,+94 76 703 2745,"No 15 1/1 Mudalige Mawatha, Colombo 00100 Sri Lanka",info@thestaranise.com,https://www.tripadvisor.com/Hotel_Review-g293962-d10955368-Reviews-Star_Anise_Boutique_Capsules-Colombo_Western_Province.html,http://thestaranise.com,266,#3 of 266 Specialty lodging in Colombo,249
HOTEL,Shalimar Hotel,34,$,hotel,3.5,+94 77 768 4531,"46, Panchikawatte Road, Colombo Sri Lanka",shalimarcolombo@aol.com,https://www.tripadvisor.com/Hotel_Review-g293962-d2531854-Reviews-Shalimar_Hotel-Colombo_Western_Province.html,https://www.facebook.com/Shalimar-Hotel-Colombo-318543401623625/,237,#34 of 237 B&Bs / Inns in Colombo,221
HOTEL,Unique Towers Luxury Boutique Suites,38,$,hotel,4.5,+94 11 2 302022,"No 30 Hyde Park Corner, Colombo 00200 Sri Lanka",info@uniquetowers.biz,https://www.tripadvisor.com/Hotel_Review-g293962-d3163948-Reviews-Unique_Towers_Luxury_Boutique_Suites-Colombo_Western_Province.html,http://www.uniquetowers.lk/,129,#38 of 129 hotels in Colombo,112
RESTAURANT,Calorie Counter Colombo,82,$$ - $$$,restaurant,4.5,+94 71 328 2828,"56 Thimbirigasyaya Road, Colombo Sri Lanka",duaine@caloriecounter.lk,https://www.tripadvisor.com/Restaurant_Review-g293962-d7607871-Reviews-Calorie_Counter_Colombo-Colombo_Western_Province.html,http://www.caloriecounter.lk,832,"#82 of 1,007 places to eat in Colombo",249
RESTAURANT,Waters Edge,81,$$ - $$$,restaurant,4.0,+94 11 2 863863,"316 Ethul Kotte Road Battaramulla, Colombo 10100 Sri Lanka",we@watersedge.lk,https://www.tripadvisor.com/Restaurant_Review-g293962-d2664837-Reviews-Waters_Edge-Colombo_Western_Province.html,http://www.watersedge.lk,832,"#81 of 1,007 places to eat in Colombo",430
