Q_State,Temperature,Pressure,External_Observers,Entanglement_Level,Probability_of_Outcome,Decision_Superposition,Outcome
"[0.1503405152725509, 0.9886342748800406]",28.533077049187177,1001.5274625077064,2,0.9080966973952584,0.5273618061679234,1,Yes
"[0.8240237480831943, 0.566555259965808]",34.93581787545305,980.646293539242,6,0.2671298359668708,0.5139151961388155,0,No
"[0.9773387131296404, 0.2116814583710596]",29.31476019893297,1017.5404286363688,3,0.7997844706449965,0.4375797534630822,1,No
"[0.4259051352837693, 0.9047678242173041]",24.660256353697417,996.281519740369,3,0.9182707422914572,0.6380742236477148,0,No
"[0.3581085468931674, 0.93367996050149]",23.29082384689552,997.4962670446066,2,0.1251005928585604,0.2581566414572922,0,Yes
"[0.6878053062766284, 0.7258952132764849]",19.06444348436497,983.988327776206,4,0.6486166801282722,0.631662115160996,1,No
"[0.9314283576266094, 0.3639247375612122]",31.018765746020883,1029.1402160338262,7,0.4076976141188863,0.3975081830963551,0,Yes
"[0.7682049233872601, 0.6402040266068105]",20.915485079210992,992.6428048173168,4,0.496301576374203,0.0821711846310068,1,No
"[0.9948429732985711, 0.10142710918910472]",29.85998403815661,1000.1939702675268,9,0.4568198548744884,0.952683242136993,1,No
"[0.9458791909623798, 0.3245189610860261]",31.16662973102025,1011.040864967609,3,0.978380346680746,0.4071890941521185,1,No
"[0.9663335992696763, 0.257292391886182]",29.080445935339192,1040.1493834793469,9,0.3443619160756922,0.2221164866266226,0,No
"[0.05233954647761509, 0.9986293465918762]",15.568042149978456,1015.235371378129,6,0.4919138654549942,0.0191657996623687,0,No
"[0.9694584240261558, 0.24525571162507556]",27.84980574879463,1016.6598762836164,0,0.7585122555825184,0.310330070672093,1,Yes
"[0.9831068720842628, 0.1830324508405458]",28.14506630616603,1014.1428796695913,4,0.271974672833171,0.3900304699262056,1,Yes
"[0.881887387518633, 0.4714601104394307]",26.819557510836475,1048.9807859646044,3,0.8785114452882322,0.5785558801530378,0,Yes
"[0.7940275064036375, 0.6078818298603943]",17.149636251259707,1035.3025687915244,1,0.6459422411045641,0.6417993059289044,0,Yes
"[0.6694384601967021, 0.7428675171317349]",31.59752287772193,1009.0754244711376,4,0.7384342750736563,0.5743739800618747,1,No
"[0.9648584509858835, 0.262770183927175]",18.767729453325405,995.4849401453088,8,0.9203022826657185,0.6657710202457351,1,No
"[0.5568926464587423, 0.830584481145764]",17.74624030232052,1008.4083873200846,9,0.8085401404601902,0.0409511223918005,1,No
"[0.5470812697540518, 0.837079496991949]",16.63121667857607,1047.1135463297514,3,0.3714668462426522,0.6673189465163806,0,Yes
"[0.9455993018351777, 0.32533361395469784]",17.04774704746049,1021.9845900858222,9,0.2526432340550979,0.6605145975564966,0,Yes
"[0.8986331604056628, 0.43870085823865246]",22.63768979810216,1008.3573837982826,0,0.0133125520618627,0.2179861821960342,1,No
"[0.8226124208630887, 0.5686025017899309]",34.74274498621842,1001.3677627541048,2,0.9464938484028232,0.6999568486545424,0,No
"[0.7480726999533971, 0.6636167836819943]",33.159064907863225,997.0822105878271,2,0.580772702103814,0.8271785787111584,0,Yes
"[0.09186736520576641, 0.9957712524521635]",22.3261775016885,1022.5691590102318,3,0.1362954074713092,0.7530292475642095,0,No
"[0.7296600760740288, 0.6838100418856413]",22.39396609041957,1042.0551574580784,1,0.3447113264330578,0.1736507821025968,1,No
"[0.9735699020490578, 0.2283892419186771]",31.47820498709097,1000.9234456615472,5,0.3437965433005745,0.701441507399688,1,No
"[0.5554801580949233, 0.8315297913862371]",20.150377823516983,1014.2836935825052,5,0.2142704782730116,0.7109373537908743,1,No
"[0.7671007974026712, 0.6415265907382063]",18.50793972861811,1043.8063479756065,3,0.7198616112203131,0.6666010792164102,0,Yes
"[0.5528496011492394, 0.8332810561323993]",27.74935355962594,985.272402528542,5,0.993748657332467,0.2081159838747331,0,No
"[0.5089147551222007, 0.8608169213130691]",32.998169900346966,1042.7038599226946,7,0.7409756744420647,0.6394192366293061,1,Yes
"[0.9622389060888925, 0.27220633278608997]",17.68059253488102,1014.6194373314224,9,0.0672762943022312,0.3774875333705274,0,Yes
"[0.39444828754685207, 0.9189181402341321]",15.552897193330038,998.5020143716088,7,0.7836712300722498,0.7382284946496319,1,No
"[0.9633171792548572, 0.2683654451535546]",20.31045987640119,1029.7383283325344,7,0.990118481754669,0.9729896257297916,1,No
"[0.9873975012276998, 0.15825983245692712]",20.1495317149454,1045.2976296733848,8,0.0765720007868037,0.7554941573972784,0,Yes
"[0.8627705498015668, 0.5055956669069686]",31.578111774642338,1002.7801003462822,8,0.2853011441280256,0.6405327608977701,1,No
"[0.6468721155193958, 0.7625984960406501]",32.74886996938263,1003.3453389585926,4,0.8588050907626539,0.8890995215582362,1,Yes
"[0.9278738121221529, 0.3728943399649605]",23.59131375636652,1014.6245301815494,7,0.6214063574369457,0.3996292379449633,1,No
"[0.958202717610242, 0.2860901116158106]",23.20929634112665,981.7552488551562,5,0.3712126906946094,0.9142704078467956,1,No
"[0.5714653998026246, 0.8206261614331013]",34.01323798474389,986.9091036651646,4,0.2066422070112666,0.1918092803785503,0,Yes
"[0.7465238353344418, 0.6653586726552494]",29.730725547856817,992.7344613330532,4,0.144553532577491,0.2596791490328143,1,No
"[0.49929938732603757, 0.8664295250139179]",16.808770541680587,1019.520474409149,2,0.3067027969596176,0.6398468254842681,0,No
"[0.8148374586313987, 0.5796894996557412]",20.839212124129222,986.3510404045902,2,0.7215265899426634,0.3961750565490014,1,No
"[0.09515920607415086, 0.995462066328666]",26.27747420819064,1013.6182292847224,0,0.0076846045699431,0.1101521745288474,1,Yes
"[0.9970363645305452, 0.07693170870137968]",26.181955911539617,1036.0675575379123,1,0.2037464577288988,0.1077411460536604,0,No
"[0.8174663023952922, 0.5759764269900015]",20.477385384406624,1030.990075274427,6,0.279386956970202,0.5410418451267034,0,Yes
"[0.5042564922540239, 0.8635539300007079]",28.4452122192316,983.5910515888246,6,0.2943784953246959,0.3344234513319244,0,No
"[0.6844060573099301, 0.7291010552162688]",24.62082300790708,1041.867066368021,5,0.3489523372914944,0.770885117250124,0,No
"[0.5795931587694431, 0.8149059886316082]",23.714017512925857,1010.2625862397408,5,0.923266400412438,0.9100338860294568,0,Yes
"[0.027243908447755028, 0.9996288158374039]",32.13405748902702,1005.3421522080836,1,0.8374113363024115,0.865600117626272,1,Yes
"[0.7112065814276041, 0.7029830712997722]",27.60894164255815,1024.3981569187897,0,0.8811012974258031,0.709303914825958,1,No
"[0.42884848821312754, 0.9033764299323482]",28.16885950105113,1005.6694178034048,2,0.5902938094547656,0.0705150213683689,1,Yes
"[0.4573337616039155, 0.889295131268137]",24.457140015916544,1007.753109338047,7,0.5165029943936127,0.4012570820747996,0,Yes
"[0.7837528788522243, 0.6210728016028801]",15.644659493235975,1034.1494737249425,3,0.7760992627429172,0.8817750473567421,0,Yes
"[0.8889722295714753, 0.4579611064825488]",30.07723174403754,994.6735181393828,2,0.6098736180216642,0.7514458281318109,0,Yes
"[0.9209653342750014, 0.38964452140859734]",27.42543247724081,1036.4765405536357,5,0.8394284187298889,0.5157912822717452,1,Yes
"[0.6692576701951881, 0.7430303970127392]",19.13624112558068,1001.0974436786768,6,0.1517248897241548,0.7977628405010612,0,Yes
"[0.2940072409225539, 0.9558031922342106]",27.50966984288189,1045.0175157821952,6,0.9498042689952292,0.5404375002909033,1,Yes
"[0.013727074732075984, 0.9999057792708771]",21.44086652352538,996.0651215621052,8,0.9896704210752147,0.1283800869461094,0,No
"[0.9830579826593787, 0.1832948518908067]",15.034781457334352,1015.1616295725172,5,0.8651084297704504,0.0356674940238976,0,No
"[0.010908914140694254, 0.9999404960257741]",33.52324295260966,995.7525308271602,9,0.0757600504612802,0.0336417238136935,1,Yes
"[0.986364258570517, 0.16457687995169393]",31.192122956079867,982.3066380962092,1,0.5486998099810817,0.8180223537198461,0,Yes
"[0.9995902860858312, 0.028622717600642878]",28.753011137600147,1016.7271239269784,2,0.149021825858073,0.0849892662070808,1,Yes
"[0.30293159098688066, 0.9530123037936904]",15.05490786507541,986.1012853978737,8,0.1543479435840535,0.0128959242419793,1,No
"[0.5935016328082588, 0.8048327850267599]",18.21613882782598,1006.249641285222,2,0.3463917262816529,0.6278973953133009,0,Yes
"[0.7256820787270076, 0.6880301742034641]",30.249993157952137,1000.2602455050486,6,0.4036930414896071,0.9539958419813755,0,Yes
"[0.9976843695752328, 0.06801395963528685]",27.40694140095841,1041.0717016250455,0,0.107619379226988,0.9534424994407542,1,Yes
"[0.3185565376446623, 0.9479038623847066]",24.840350725410403,992.2972102531886,7,0.4188007482864903,0.6129758147224748,0,Yes
"[0.4136520192534151, 0.9104350646628085]",31.958657179482703,1001.3490999178002,5,0.8962696744270058,0.5430326270306248,1,No
"[0.9602703785176487, 0.27907131730360885]",18.16986418797139,1007.2525487360776,8,0.2348809393223795,0.091728607360076,0,No
"[0.9768385993477025, 0.21397745400957302]",23.97895611109769,1006.9325202580148,1,0.8330255593680556,0.9747736164572322,1,Yes
"[0.7446816698575907, 0.6674198158416564]",28.451453932829523,1009.9551872702756,3,0.854055643115151,0.9199416471522848,1,No
"[0.33678588515486657, 0.9415812591382929]",22.23523908754027,992.0813765715264,3,0.7467641113122196,0.0149159513601595,0,Yes
"[0.8470748220982539, 0.5314736548195135]",34.076401390542685,1009.1935009474668,8,0.3498441684989068,0.5569423377583489,1,Yes
"[0.46204384764470524, 0.8868570814137284]",32.38470115758235,1038.2403242573157,0,0.2678951967542888,0.3599419381079425,1,No
"[0.9726985443032243, 0.2320722773413245]",24.766283759652804,1006.0750317556564,4,0.412498854383765,0.762954198262653,0,Yes
"[0.6532711869330252, 0.7571240032670451]",28.957609134433284,994.324956872302,8,0.3409617956331247,0.0848065067498999,0,Yes
"[0.9950959574859527, 0.09891428306930698]",18.7822298825846,1017.1740160180408,3,0.9454623387598204,0.8164850713127003,0,No
"[0.7267184849998328, 0.6869353998445179]",27.09397168354703,1020.8604715434074,8,0.3249663742564775,0.3927343666965673,1,Yes
"[0.9970952348631235, 0.07616490407827321]",34.49306561584093,981.99018636225,9,0.9481633828810024,0.0547167835250108,1,No
"[0.48473220965408087, 0.8746626120532831]",19.15117458214178,1046.8865091854602,1,0.7713642686059529,0.6326774490486459,0,No
"[0.027626404738543723, 0.9996183180400517]",25.17508893639013,1036.3153169356278,7,0.9480838272863172,0.635151353239381,0,No
"[0.753767100626001, 0.6571416574939319]",25.00064334342809,1002.4892208877797,2,0.6137326409754593,0.3178979738754552,1,Yes
"[0.9643593495212133, 0.2645960033542127]",30.712923350735807,1035.5599341144662,6,0.1167623412904399,0.4215065145783703,0,Yes
"[0.4777881713958673, 0.8784750783455347]",19.32953201543083,1014.4654913849791,9,0.0649178631615722,0.4676157184263543,0,Yes
"[0.8800094834407739, 0.4749561127665401]",30.780661648101017,1040.483517700937,6,0.6814126180219725,0.5821974805125485,0,No
"[0.39796853458045833, 0.917399065556469]",32.52482807250413,1036.5305475013993,3,0.1398921104027662,0.9866098488811794,1,No
"[0.39600283334006153, 0.9182492885848828]",26.96897553028724,999.2709813136288,0,0.9902126921193964,0.7806231092264209,1,Yes
"[0.23599286679942177, 0.9717547873922672]",28.670014796635737,1023.6240084111016,6,0.5497225957584075,0.6471507079711343,1,No
"[0.49830500503502567, 0.8670018004347184]",19.447351588415646,1023.30131888167,5,0.2330070512856776,0.0197040343330527,1,No
"[0.4051342315233294, 0.9142572145999185]",15.537418043133158,988.185003986523,9,0.7465044906128439,0.2836061963236821,0,Yes
"[0.2302494029783582, 0.9731316521561251]",17.437142601496195,985.1806292091125,4,0.0581262678364106,0.7139104556967106,0,No
"[0.818630549083779, 0.5743204890187973]",28.48666298740624,980.7291073158922,3,0.7218117400360015,0.3178287072230822,1,Yes
"[0.057646596984929105, 0.9983370522303864]",18.692428905201925,1038.7715131109412,8,0.0878387591854825,0.0880856112106883,1,Yes
"[0.6949241214905822, 0.71908307264915]",31.700062963239123,998.2117179173983,4,0.2479949589957112,0.9125633190859608,1,Yes
"[0.3441348516073394, 0.938920232985313]",29.568238769085504,1027.0683803670065,9,0.1718141030595945,0.3519461183671005,1,No
"[0.3151625331377865, 0.9490377114246692]",16.465089289262384,1005.2920916455734,9,0.2681126510181437,0.0086942772734959,1,Yes
"[0.8739486194490762, 0.486018323279127]",32.95242192154012,1039.76136989254,7,0.5369354340498611,0.5611489571598572,0,No
"[0.6150411882123902, 0.7884949821034317]",22.164696368287185,1032.1653278658582,2,0.9738011386552534,0.8962529753800812,1,No
"[0.5428493971421123, 0.8398300613948307]",28.7014646167164,987.0117298727458,2,0.4408679856054465,0.5817556845547706,1,No
"[0.9963697996169187, 0.08513061970490464]",24.0639341504221,984.7196770478116,5,0.3399865315190581,0.00106203817348,0,No
"[0.6977516340651491, 0.7163397637709455]",30.15611672113995,1014.3695679686956,1,0.7605365676792877,0.1487137412074067,0,No
"[0.9479937033740389, 0.3182890798679319]",15.729103877015373,993.3078617458876,6,0.960424992104146,0.4295916849193244,0,No
"[0.6714274888484137, 0.7410702579504275]",25.16306816490235,1028.7392116838507,0,0.7278121322303656,0.4119832738961151,0,Yes
"[0.6833266013915569, 0.7301128377385679]",29.9553773439072,997.5949740138868,9,0.276544513758003,0.9985356711976856,0,Yes
"[0.5140332960080781, 0.857770231819146]",22.32251240395768,1038.9928539241057,9,0.8155596851974852,0.0737718421765543,1,No
"[0.6897478783069644, 0.724049628389547]",17.36699954738863,1011.579698931457,8,0.2877277842382846,0.7171284122051431,0,Yes
"[0.6224045579619124, 0.7826957047462548]",23.69974314604686,1002.0509580568832,2,0.6335113093846471,0.425976063249643,1,No
"[0.4947534050334272, 0.8690334102943509]",23.49620970015735,1023.897163894682,9,0.4249010702925565,0.0859534728850635,1,No
"[0.8268316333135569, 0.5624495089801711]",18.58082334724993,997.1429055385051,1,0.6952245561457202,0.0138309410576015,1,Yes
"[0.0902005388291157, 0.9959236229726339]",29.67571676008581,1002.6929428668428,2,0.0250331379846681,0.3382629105706473,0,Yes
"[0.22498527970852247, 0.9743621626040688]",32.97342023724287,999.6150033233888,0,0.9504446809390036,0.5158252000631367,0,No
"[0.8910949863558021, 0.45381684112817217]",15.752397141578747,1011.3460148647748,2,0.7497382391037722,0.0872156647337896,1,No
"[0.9337079100146819, 0.3580356669048696]",34.63760792140052,1043.8364945834126,3,0.4267689118896937,0.4711252508388935,1,No
"[0.55664050384155, 0.8307534829797739]",30.90946337669398,1010.1125812064174,7,0.9083364789955612,0.8435502233208245,1,Yes
"[0.20897826831467853, 0.9779202847738656]",33.340528355244224,1047.60733503307,9,0.2169713865936922,0.996439449296025,0,Yes
"[0.9824843984421257, 0.1863448599178803]",22.134340014410512,993.406148053002,2,0.5705021763987618,0.433225012868402,0,Yes
"[0.2113471958336167, 0.97741105110044]",20.879811865521493,1035.4629546244932,3,0.8886741740564391,0.3922459130309881,0,No
"[0.0592397621993031, 0.9982437831384526]",31.14175136686517,1029.5331916882676,9,0.2822977951657223,0.5930271370066131,1,Yes
"[0.7071359493137978, 0.7070776118560635]",21.025733988984378,1036.1404593386312,8,0.0601340532273581,0.0054673906507984,1,Yes
"[0.3643319022304065, 0.9312691689394498]",23.306451148661743,1009.4597713980188,1,0.8586213239500479,0.851591841219637,0,No
"[0.5778664012170657, 0.8161313756647501]",22.6376430081732,1029.4049861778085,9,0.8686211513355687,0.9349297002573568,1,Yes
"[0.564604309669862, 0.8253617228235259]",17.803097590492744,1033.1223895687258,7,0.3818304848206582,0.255387918058958,1,Yes
"[0.7781647209169393, 0.6280602416331271]",23.34805927602093,980.4673383138688,9,0.4752602757176849,0.2656573887382994,1,No
"[0.8632042949163589, 0.5048547763842111]",18.410234173538303,988.3920368769964,1,0.3469963223142787,0.1221407309576213,1,No
"[0.9442111408603626, 0.3293407376489771]",23.09714866796153,1006.8655210328432,8,0.5225563367573292,0.7415937768852117,1,Yes
"[0.6229627186397612, 0.7822515268025738]",20.623048883289268,1023.5397690682024,4,0.7136824666272973,0.2937610433974655,1,Yes
"[0.621245202876613, 0.783616231265532]",27.72125167230353,1027.015092855739,4,0.0623429189229265,0.1293489925596022,0,No
"[0.8856746511514038, 0.4643063776299434]",30.50475099037559,1044.8485696889816,8,0.0531368145426444,0.6044632588844467,0,No
"[0.9859786200583402, 0.16687168959368515]",18.084255614655486,999.2832609722489,8,0.4795504101831978,0.9237155034541236,0,No
"[0.7575353339165964, 0.6527941619437714]",22.644029897893944,1008.0937797602292,7,0.9883884242053408,0.6545739619162021,1,No
"[0.9939920326142203, 0.109452451317688]",29.26883645995551,1015.2002242966124,6,0.0383491190143282,0.0007102914413708,0,Yes
"[0.9617017689989431, 0.2740979888731468]",32.703316796842664,1045.3067984385125,0,0.924567055554264,0.0672999552216092,1,No
"[0.9698724287119859, 0.24361336585728202]",24.47727030142452,997.962384371894,6,0.1172566438781208,0.6782673110183988,1,Yes
"[0.60339079765333, 0.7974456378382656]",15.61093279083218,1047.2706709747122,6,0.0347406750480551,0.6232217286398365,0,No
"[0.2116782737820941, 0.9773394028732458]",23.824692193669115,1022.9500827424756,8,0.8707574936413282,0.3138277013562874,0,Yes
"[0.5106569683042405, 0.8597845431980747]",28.216330757270768,1046.9370412720557,4,0.2929218551720441,0.3867651070933406,0,Yes
"[0.5364958104992211, 0.8439029833557787]",22.47801187056065,1006.9357509612956,4,0.590353805068634,0.9223147829893448,1,Yes
"[0.041850835741191854, 0.999123869971969]",29.68635263850798,990.3936113814128,4,0.683351245248791,0.4214379585346108,0,No
"[0.8338047657930228, 0.5520594284502734]",16.657414155402655,991.3300858252612,1,0.3656846820947652,0.0777048830663791,0,Yes
"[0.8919547426019938, 0.4521246920372864]",26.89064461362731,993.6868085423048,5,0.2612323107208431,0.4797411660565812,0,No
"[0.4940996822538384, 0.8694052587813442]",34.74093027126702,982.4320848048304,2,0.0283634778133173,0.8275231555182161,1,Yes
"[0.6373784981363783, 0.7705508744485432]",31.84400964996184,1043.8716087773646,7,0.4056100080843133,0.3713365117416337,0,Yes
"[0.41533689980810523, 0.9096676644015614]",16.538082381445697,1049.79791115885,7,0.3834468205332565,0.4464822859168471,0,Yes
"[0.8426708971454999, 0.5384289731283022]",32.668469261875586,1012.4940638760528,0,0.3912245599384496,0.9462749816589432,1,No
"[0.4801202240050298, 0.8772026963600602]",33.86351014740693,999.36850867855,2,0.4789741956277242,0.714835309140727,0,No
"[0.4404589970478306, 0.8977727284338833]",33.744894796689124,1007.3641729412756,0,0.2872826994505784,0.302751825743616,0,No
"[0.6856332830432909, 0.7279471142763592]",29.304200904254856,995.2793920512966,2,0.7242781881459599,0.0403095642304955,0,Yes
"[0.8552314647619471, 0.518246217237651]",32.42296177369837,1009.9257859518748,9,0.7830036703890031,0.6065611401773332,0,No
"[0.8786738627927088, 0.4774224993074163]",34.49072346022095,1014.1971171525162,8,0.1606740903379321,0.3472637321038222,1,No
"[0.50418651374929, 0.8635947888641623]",26.629518468211568,981.5478749267264,7,0.1423624919616504,0.7891393636932154,1,No
"[0.19758977300798872, 0.9802847961703025]",20.05704590254419,1030.7611080235272,4,0.7962878887786977,0.2204881464947548,0,No
"[0.3610896624273843, 0.9325311017269492]",26.686838996555583,1018.978989057274,4,0.9743272340014938,0.5975483367996571,0,Yes
"[0.8919937133597543, 0.4520478020372143]",25.312502201303467,981.769685250984,4,0.5356160794439851,0.3956629528277479,0,Yes
"[0.25375013292437854, 0.9672698020929116]",20.067525421218747,1048.1225902674332,1,0.1423871337474964,0.0724812934500229,1,No
"[0.6966832710016921, 0.7173788538188053]",29.64593085182053,996.6048028446738,4,0.8545917651521109,0.79213015632689,1,Yes
"[0.880706884755831, 0.47366167582323904]",30.470606351736706,1026.641260895901,1,0.2024208448939281,0.597620053268511,1,Yes
"[0.550954747470367, 0.8345351198361062]",34.66591059148358,1014.3321577289938,7,0.3614879603542952,0.0787467293949755,0,No
"[0.9849012708681805, 0.17311697387097288]",34.66416466489568,1017.0641251926916,9,0.1501379745640544,0.1019350119459995,1,Yes
"[0.6719253078927866, 0.7406189172666223]",26.107427826460743,1002.5323558977084,1,0.1622027053109986,0.880535349306371,1,No
"[0.6495836007153645, 0.7602901720275371]",18.488778562973984,1003.6119769447108,3,0.8740205784956381,0.4988572447631824,1,Yes
"[0.11424446236582848, 0.9934526676287817]",30.593975638523165,1008.5424972495648,5,0.7069318282951575,0.8294247008744702,0,No
"[0.7281447618418855, 0.6854233770467885]",16.669171201517187,1048.0716783562295,9,0.6902367518284126,0.1603613843860947,0,Yes
"[0.6969080123677226, 0.7171605275652518]",27.44298860251641,1039.687048710821,2,0.6183019597583411,0.4546665807166697,0,Yes
"[0.3824121020059999, 0.9239918745526676]",34.89027867564455,986.5991993857052,1,0.0973554367568206,0.8034799848218599,1,No
"[0.6561256111590776, 0.7546516960698669]",22.010771096017848,1033.4812462380182,4,0.8251112677344017,0.960203870672175,1,Yes
"[0.2154167175010759, 0.9765222157334986]",18.689721720859666,1019.252550948554,9,0.982225231585496,0.2641533962068544,0,Yes
"[0.05932321588925218, 0.9982388271633984]",22.173611181482244,1046.3201820040183,9,0.3697750000628693,0.5246769795908871,1,No
"[0.5473063417301021, 0.8369323558699429]",31.854838495394567,1040.3265608122138,3,0.8191540958256011,0.6181237993424813,0,Yes
"[0.753804862723997, 0.6570983403826675]",16.467802769332472,985.2745152373232,7,0.7193450655100351,0.5506511523134758,1,Yes
"[0.7702237060986911, 0.6377738177156517]",18.72720646111554,986.4550786739876,6,0.6245579773293585,0.6157743118749961,0,Yes
"[0.839611589440207, 0.543187241085143]",15.328183304074452,1037.6431957233622,1,0.8959091867386287,0.5470651421834272,1,No
"[0.6999926083555137, 0.7141500880400733]",29.648337307489903,1003.6039053359224,2,0.7734477852097026,0.5511483272710325,1,Yes
"[0.7893421969713987, 0.6139534966757381]",31.6933020337192,991.932143452846,5,0.9339729053454228,0.1512276370181102,1,No
"[0.8447377346167438, 0.535180492651378]",24.02293351802825,994.0368725979752,8,0.7954349443264744,0.1280592399394137,0,No
"[0.9802836263254547, 0.19759557676784195]",20.68112674904893,1025.1455981917682,5,0.2046273241450089,0.8302816017868957,0,Yes
"[0.5975760072841724, 0.8018122694984822]",30.98996004394121,990.7298122890094,5,0.4235425042990676,0.1309953056562076,0,Yes
"[0.558593191302428, 0.829441768076921]",30.914644295946324,992.5594387578482,8,0.6558378174034342,0.3748073069046951,0,No
"[0.9575883621096621, 0.288139772943852]",29.03768265211144,1015.2778058666624,2,0.6088302216195665,0.0474848300814799,1,No
"[0.5599499932297443, 0.828526405784396]",23.893117356423616,984.4009511137876,9,0.8288146867548482,0.7376651671644374,0,Yes
"[0.9244052406440779, 0.3814117867472957]",33.046585211053305,1033.1605655576411,8,0.6697961038866495,0.5469502224364658,1,No
"[0.2804866391972092, 0.9598579297124417]",22.978063240609803,1028.465348611937,9,0.742454466455129,0.7708964954119709,0,No
"[0.8383360624086843, 0.5451537824000695]",31.20634038875589,1020.673423124971,1,0.0747200318105132,0.334275859773431,1,No
"[0.7121846515058198, 0.7019921809817643]",21.23980946992157,1034.6759718466355,1,0.6011647680304376,0.5543534401767555,1,Yes
"[0.728915630414468, 0.6846035376314372]",25.12951960303011,1032.6836928833643,9,0.2640667166928646,0.5026347933834565,1,Yes
"[0.6409279137692553, 0.7676010743552865]",30.638454710124,1023.7434111546022,6,0.917760036363326,0.2617319566754795,1,Yes
"[0.746463682108082, 0.6654261576566136]",17.32499630547405,1047.0914978258284,1,0.3539025880446083,0.6989670826770662,1,No
"[0.2880059490037214, 0.9576286197365165]",22.01100175538121,1037.757561390243,5,0.8158300295699125,0.3186436677089864,1,No
"[0.582115893269, 0.8131058275548356]",15.30838058306131,989.0555935019834,5,0.7113609462288311,0.6904523038316304,0,Yes
"[0.5946600530919707, 0.8039772517034638]",31.79033350880336,1023.4402111744894,7,0.0918346490252578,0.4195070834882249,1,No
"[0.5088621839402483, 0.8608479992167962]",23.600624524760462,1030.319318496714,7,0.3827119904414827,0.2873332171935815,0,Yes
"[0.8946810317676525, 0.446705553351611]",24.888124307750235,1033.5678622688113,1,0.3899877554143964,0.6954269321475596,1,Yes
"[0.9990240462650745, 0.044169616074382745]",21.60994019580511,1001.4652774769348,5,0.1682155055485025,0.8096504376661906,0,Yes
"[0.0800192504773111, 0.9967933183729961]",19.24928153545238,982.2605505757874,3,0.0633108668510473,0.2824506975886245,0,Yes
"[0.991730015058774, 0.12834164262438014]",21.1340559944312,1034.549913319134,1,0.4838546447597497,0.2272353535264631,0,No
"[0.969949068281748, 0.24330804536506603]",23.128943747787083,1048.3879183437869,6,0.4191764660453815,0.4661204870690172,0,No
"[0.8615401142518713, 0.5076895030772968]",26.127422884664263,1033.679532078368,4,0.2416266031774057,0.0077038916103622,1,Yes
"[0.8565039554342908, 0.5161404598802677]",32.70714528070857,991.9608834626612,1,0.6220334582458351,0.6575893415150029,1,Yes
"[0.5947114596655417, 0.803939226398663]",28.42747737934981,1006.6683558076882,9,0.774029674382011,0.7206082761593309,1,Yes
"[0.9589879022857818, 0.2834470025763473]",16.414250765481547,1035.2845528775215,2,0.825256153711448,0.0875866417761387,0,No
"[0.8654988467058246, 0.5009109165818685]",29.90994136041997,992.9728240852156,0,0.5517583777604177,0.2051208210511654,0,No
"[0.5670029964123714, 0.8237157289134355]",33.00069161278276,1026.9095267859436,0,0.7476003419426914,0.1420272319093741,1,No
"[0.9464752269316439, 0.3227764625939959]",24.13870289348284,996.6485197877776,6,0.5339288034188852,0.4510827199154953,1,No
"[0.4410314267341942, 0.8974916604809211]",19.912343016218987,1002.0825805942444,7,0.1081710258455974,0.2684276975975473,1,Yes
"[0.24305388077133724, 0.9700127891125934]",21.707660931748784,1005.2496538570424,6,0.9644706127426448,0.3605330584985055,1,No
"[0.4186784509218904, 0.9081345466028954]",17.915769824615765,1034.0272397723086,6,0.896693559929201,0.9222294816029548,1,Yes
"[0.8651832943685335, 0.5014557479435365]",26.123068876194964,1032.6987354283003,4,0.0513260497510498,0.9229479216408848,0,Yes
"[0.8715387287730519, 0.4903266709538168]",31.94022067184881,1012.126596444153,9,0.6751200604855829,0.7643787412938282,0,Yes
"[0.574169625773404, 0.8187363683379586]",19.94493178676025,1042.7539124554812,6,0.8487505281904951,0.5313791729627505,1,Yes
"[0.1671180992907958, 0.9859368848407244]",34.46827360047432,991.1097141666212,2,0.6255370875512701,0.2447845114368805,1,No
"[0.5104503719385104, 0.8599072146387867]",23.046606823950484,1036.7739219302407,2,0.4291517192336116,0.9905862430359011,1,No
"[0.8884778390557592, 0.4589195239982807]",28.8718281905427,1041.475134373847,8,0.534108731676258,0.6334039360685144,0,Yes
"[0.582080397809425, 0.813131238168859]",20.18082024334046,992.7394610899752,2,0.6241556097999625,0.4279990942295761,0,No
"[0.4294508095889389, 0.9030902513832185]",34.00601673094603,1001.7689515881444,1,0.005951450796378,0.6647067931616559,1,Yes
"[0.20080296028870337, 0.9796316507439382]",32.99288891312087,1012.575342565132,3,0.5245795105643186,0.7308062606360787,0,Yes
"[0.8211687268438295, 0.5706854843551608]",16.243523140279287,997.0079035686044,8,0.9420086541571472,0.9359266204526382,1,Yes
"[0.7196148122447655, 0.6943734744342779]",15.428061539171862,1017.3732472573718,2,0.2533045774281228,0.2551540030000975,1,Yes
"[0.9072618990069443, 0.42056610254550153]",29.662840058479,991.1991956372304,7,0.5227569732037581,0.9246358279329864,1,Yes
"[0.870258357900274, 0.4925955648447503]",23.06851615996854,1008.2122809322052,1,0.2898650580601498,0.0257789491277693,0,No
"[0.8454332501327327, 0.5340810983081167]",30.704066769366623,1009.1986932618842,9,0.6278751851365284,0.8781987766520284,0,Yes
"[0.8135523032725189, 0.5814917452896293]",21.969908969734064,1024.44589084884,5,0.4602847734334016,0.2892814745343671,1,Yes
